ID,Mechanics
39242,"Betting and Bluffing, Commodity Speculation, Simulation, Stock Holding"
23604,Tile Placement
283649,"Deck Bag and Pool Building, Hand Management, Push Your Luck"
215371,Team-Based Game
190400,"Cooperative Game, Critical Hits and Failures, Deck Bag and Pool Building, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers"
22398,"Hand Management, Network and Route Building"
18985,"Action Points, Dice Rolling"
270239,"Action Points, Deck Bag and Pool Building, Dice Rolling, Hand Management, Negotiation, Team-Based Game, Trading"
210900,"Hand Management, Tile Placement"
316546,"Dice Rolling, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game"
169,"Hand Management, Tug of War"
168433,"Action Points, Auction/Bidding, Set Collection, Stock Holding, Trading"
8124,"Auction/Bidding, Hand Management"
192834,"Hand Management, Take That, Tug of War"
283934,"Cooperative Game, Deduction"
182351,"Dice Rolling, I Cut You Choose, Take That"
5205,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up"
135243,"Area Majority / Influence, Card Drafting"
232824,"Area Majority / Influence, Card Drafting, Set Collection"
827,"Area Majority / Influence, Stock Holding"
18500,"Action Points, Modular Board, Tile Placement"
177249,Hand Management
124380,"Card Drafting, Set Collection, Simultaneous Action Selection, Team-Based Game"
218129,"Dice Rolling, Stacking and Balancing"
127493,"Action Points, Chit-Pull System, Dice Rolling, Line of Sight, Measurement Movement, Scenario / Mission / Campaign Game, Simulation, Variable Phase Order, Variable Player Powers"
24509,"Hand Management, Set Collection"
224316,"Cooperative Game, Storytelling"
19996,"Push Your Luck, Slide/Push"
58,"Area Majority / Influence, Area Movement, Dice Rolling, Events, Hexagon Grid, Modular Board, Secret Unit Deployment"
420,Roll / Spin and Move
181260,"Action Points, Area Majority / Influence, Pick-up and Deliver, Point to Point Movement, Set Collection"
1037,"Hand Management, Modular Board, Variable Player Powers"
3267,Auction/Bidding
127095,"Area Majority / Influence, Area Movement, Hand Management, Set Collection"
19948,"Action Points, Dice Rolling, Modular Board"
230200,"Card Drafting, Pattern Building, Pattern Recognition"
204801,Cooperative Game
69601,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement"
262208,"Card Drafting, Enclosure, Flicking, Modular Board, Push Your Luck, Set Collection, Solo / Solitaire Game, Turn Order: Stat-Based, Variable Player Powers"
33107,"Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Hand Management, Order Counters, Set Collection, Simultaneous Action Selection, Trading"
150926,"Dice Rolling, Paper-and-Pencil, Push Your Luck, Solo / Solitaire Game"
137776,"Drafting, Market, Modular Board, Tile Placement, Turn Order: Stat-Based, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers, Worker Placement, Different Worker Types"
198707,"Card Drafting, Dice Rolling, Hand Management, Solo / Solitaire Game"
299252,"Action Points, Critical Hits and Failures, Dice Rolling, Hand Management, Interrupts, Role Playing, Set Collection, Take That, Turn Order: Progressive, Variable Player Powers"
173096,"Action Queue, Action Timer, Cooperative Game, Scenario / Mission / Campaign Game, Worker Placement"
240225,"Bingo, Dice Rolling, Paper-and-Pencil"
267814,"Cooperative Game, Storytelling"
117942,"Dice Rolling, Paper-and-Pencil, Set Collection"
30,"Area Movement, Push Your Luck"
223779,"Area Majority / Influence, Hand Management"
298371,"End Game Bonuses, Hand Management, Set Collection, Solo / Solitaire Game, Variable Set-up"
11949,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement"
224272,"Lose a Turn, Player Elimination, Set Collection, Take That, Turn Order: Progressive, Voting"
257,"Card Drafting, Hand Management, Point to Point Movement"
254123,"Cooperative Game, Deck Bag and Pool Building, Variable Player Powers"
256877,"Hand Management, Simultaneous Action Selection, Traitor Game, Variable Player Powers"
99875,"Dice Rolling, Push Your Luck, Re-rolling and Locking, Set Collection"
133956,"Area Movement, Dice Rolling, Team-Based Game"
224483,"Deduction, Hand Management, Programmed Movement, Resource to Move, Rock-Paper-Scissors, Simultaneous Action Selection, Take That, Track Movement, Turn Order: Claim Action, Turn Order: Stat-Based, Variable Player Powers"
269160,"Rondel, Worker Placement, Different Worker Types"
2238,"Dice Rolling, Grid Movement, Hexagon Grid, Interrupts, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
141791,"Hand Management, Set Collection"
177079,"Cooperative Game, Deck Bag and Pool Building"
155708,"Action Points, Area Majority / Influence, Campaign / Battle Card Driven, Cooperative Game, Solo / Solitaire Game, Variable Player Powers"
274533,"Real-Time, Set Collection, Take That"
172546,"Action Points, Card Drafting, Dice Rolling, Set Collection"
177965,"Hand Management, Modular Board, Race, Variable Player Powers"
38872,"Card Drafting, Network and Route Building, Point to Point Movement"
148261,"Campaign / Battle Card Driven, Grid Movement, Hand Management, Legacy Game, Trading, Variable Player Powers"
162559,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers"
246816,"Card Drafting, Hand Management, Simultaneous Action Selection, Tile Placement"
178944,"Area Majority / Influence, Area Movement, Deck Bag and Pool Building, Modular Board, Tile Placement"
32165,"Commodity Speculation, Grid Movement, Modular Board, Set Collection"
35285,"Auction/Bidding, Network and Route Building, Stock Holding"
216439,"Dice Rolling, Hand Management, Push Your Luck, Set Collection, Take That"
44,Trick-taking
83040,"Modular Board, Race, Simulation"
218050,"Cooperative Game, Dice Rolling, Modular Board, Push Your Luck"
142854,"Action/Event, Dice Rolling, Solo / Solitaire Game"
177197,"Grid Movement, Modular Board"
205907,"Action Points, Action Queue, Dice Rolling, Movement Template, Simulation, Simultaneous Action Selection, Variable Player Powers"
148532,Pattern Recognition
2165,"Card Drafting, Deck Construction, Variable Player Powers"
220827,"Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game"
200456,"Card Drafting, Deck Bag and Pool Building, Hand Management"
143096,"Cooperative Game, Player Elimination"
35614,"Dice Rolling, Simulation, Solo / Solitaire Game"
37231,"Auction/Bidding, Card Drafting, Set Collection"
3605,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control"
192947,"Betting and Bluffing, Hand Management"
2795,"Dice Rolling, Grid Movement, Impulse Movement, Modular Board, Movement Points, Role Playing, Scenario / Mission / Campaign Game, Simulation, Slide/Push, Square Grid, Variable Player Powers"
79073,"Card Drafting, Deck Bag and Pool Building, Variable Player Powers"
199723,"Dice Rolling, Paper-and-Pencil, Role Playing, Storytelling"
3263,"Dice Rolling, Hexagon Grid, Zone of Control"
38032,"Auction/Bidding, Auction: Turn Order Until Pass, Card Drafting, Closed Economy Auction, Constrained Bidding, Hand Management, Set Collection"
138788,"Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers"
140519,"Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Variable Phase Order, Variable Player Powers"
8829,"Simultaneous Action Selection, Voting"
6366,"Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers"
154173,"Area Majority / Influence, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers"
272409,"Area Majority / Influence, Cooperative Game, Solo / Solitaire Game, Take That, Team-Based Game, Variable Player Powers"
254513,"Deduction, Hidden Roles, Set Collection"
132428,"Area Majority / Influence, Area Movement, Betting and Bluffing, Dice Rolling, Hand Management, Roll / Spin and Move, Team-Based Game, Variable Player Powers"
185709,"Cooperative Game, Stacking and Balancing, Sudden Death Ending"
294514,"Cooperative Game, Real-Time"
152237,Push Your Luck
257193,"Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Variable Phase Order, Variable Player Powers"
1917,"Grid Movement, Memory, Secret Unit Deployment, Square Grid, Variable Set-up"
114387,"Card Drafting, Set Collection, Time Track"
247342,"Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Take That"
199493,"Cooperative Game, Pattern Recognition, Storytelling"
130792,"Dice Rolling, Roll / Spin and Move"
128664,
301716,"Rondel, Tile Placement, Time Track, Variable Set-up"
149853,"Action Points, Area Majority / Influence, Hand Management, Modular Board"
19854,"Action Points, Dice Rolling, Hexagon Grid, Simulation, Simultaneous Action Selection"
219708,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers"
280132,"Grid Movement, Modular Board, Set Collection"
229741,"Grid Movement, Hand Management, Secret Unit Deployment, Variable Player Powers"
207062,"Simultaneous Action Selection, Take That"
31722,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement"
209003,"Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game"
76674,Network and Route Building
20022,"Area Majority / Influence, Enclosure, Grid Movement"
241477,"Dice Rolling, Modular Board, Tile Placement"
17484,"Chit-Pull System, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation, Solo / Solitaire Game"
56707,"Auction/Bidding, Set Collection, Voting, Worker Placement"
96713,"Dice Rolling, Worker Placement"
259061,"Action Points, Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Modular Board, Variable Player Powers"
227273,"Simulation, Worker Placement"
172242,"Hand Management, Player Elimination, Push Your Luck, Set Collection, Take That"
186721,"Action Points, Cooperative Game, Push Your Luck, Simulation, Variable Player Powers"
174155,"Action Queue, Area Majority / Influence, Worker Placement"
41302,"Cooperative Game, Dice Rolling"
21641,"Dice Rolling, Network and Route Building, Push Your Luck, Tile Placement"
191612,"Dice Rolling, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game"
3409,"Campaign / Battle Card Driven, Point to Point Movement"
97915,"Area Majority / Influence, Card Drafting, Simulation, Variable Player Powers"
231197,"Action Points, Cooperative Game, Memory, Push Your Luck, Solo / Solitaire Game, Tile Placement, Variable Player Powers"
267370,"Cooperative Game, Hand Management, Modular Board, Tile Placement, Variable Player Powers"
129122,"Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Simulation"
37301,
243358,"Action Queue, Rondel, Set Collection, Solo / Solitaire Game"
84772,"Tile Placement, Time Track, Worker Placement"
235591,"Area Majority / Influence, Dice Rolling"
181617,"Hand Management, Take That"
14083,"Dice Rolling, Hexagon Grid, Simulation"
139245,"Tile Placement, Worker Placement"
225482,Trick-taking
178613,"Cooperative Game, Dice Rolling, Variable Player Powers"
422,"Auction/Bidding, Network and Route Building, Stock Holding"
464,Grid Movement
144734,"Card Drafting, Tile Placement"
122889,"Area Majority / Influence, Card Drafting, Hand Management, Simultaneous Action Selection"
12681,"Action Points, Tile Placement, Time Track, Worker Placement"
219217,"Action Queue, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Movement Points, Player Elimination, Point to Point Movement, Tile Placement, Variable Player Powers"
173047,"Card Drafting, Drafting, Hand Management, Set Collection, Take That"
1597,"Network and Route Building, Tile Placement"
140125,"Dice Rolling, Hand Management, Storytelling"
163640,"Card Drafting, Deck Bag and Pool Building, Hand Management"
193867,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource"
227545,"Action Points, Cooperative Game, Memory, Set Collection"
39813,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement"
175695,Tile Placement
271785,Cooperative Game
210040,"Hand Management, Set Collection"
56885,"Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting"
437,"Map Deformation, Modular Board, Point to Point Movement"
84838,"Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers"
2582,Hot Potato
1561,"Memory, Paper-and-Pencil, Roll / Spin and Move"
102148,"Secret Unit Deployment, Variable Player Powers"
6613,"Chit-Pull System, Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
3234,Auction/Bidding
1017,Tile Placement
189848,"Dice Rolling, Hand Management, Take That, Variable Player Powers"
248117,"Auction/Bidding, Tile Placement"
273779,"Dice Rolling, Modular Board, Re-rolling and Locking, Solo / Solitaire Game, Square Grid, Worker Placement, Worker Placement with Dice Workers"
20806,"Betting and Bluffing, Hand Management, Set Collection, Take That"
10081,"Area Movement, Dice Rolling, Team-Based Game"
179071,"Set Collection, Stock Holding"
105624,"Area Movement, Dice Rolling, Memory, Tile Placement"
3655,"Hand Management, Set Collection, Trading"
172971,"Set Collection, Simultaneous Action Selection"
36367,"Action Points, Dice Rolling, Line of Sight, Modular Board, Simulation"
287754,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers"
108044,"Hand Management, Simultaneous Action Selection"
15033,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management"
181495,"Action Queue, Campaign / Battle Card Driven, Dice Rolling, Modular Board, Secret Unit Deployment, Team-Based Game"
78954,"Cooperative Game, Dice Rolling, Hidden Movement, Team-Based Game"
79131,"Cooperative Game, Variable Player Powers"
34320,"Dice Rolling, Set Collection"
444,"Dice Rolling, Push Your Luck, Roll / Spin and Move"
260332,"Card Drafting, Hand Management, Map Addition, Melding and Splaying"
10788,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Secret Unit Deployment"
115293,"Area Movement, Dice Rolling"
329,"Dice Rolling, Hexagon Grid, Simulation"
24920,"Area Movement, Area-Impulse, Dice Rolling"
37165,"Dice Rolling, Modular Board, Variable Player Powers"
190639,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Simultaneous Action Selection"
253719,"Hand Management, Modular Board, Tile Placement, Variable Player Powers"
3348,"Card Drafting, Network and Route Building, Simultaneous Action Selection"
191538,"Cooperative Game, Hand Management, Memory"
156373,"Auction/Bidding, Hand Management, Ladder Climbing, Team-Based Game, Trick-taking"
235344,"Action Queue, Area Majority / Influence, Auction/Bidding, Betting and Bluffing, Grid Movement, Network and Route Building, Point to Point Movement, Simulation, Stock Holding, Team-Based Game, Time Track, Worker Placement"
137397,"Push Your Luck, Slide/Push, Tile Placement"
142830,"Action Points, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers"
208480,"Paper-and-Pencil, Real-Time, Solo / Solitaire Game"
117914,"Network and Route Building, Rondel, Tile Placement"
130899,"Auction/Bidding, Set Collection"
40444,"Area Majority / Influence, Dice Rolling"
93538,"Action Points, Area Movement, Dice Rolling"
120605,"Area Movement, Hand Management, Take That"
84469,"Commodity Speculation, Hand Management"
161546,
142325,Betting and Bluffing
5942,Set Collection
65673,"Area Majority / Influence, Card Drafting, Hand Management, Memory"
179245,"Betting and Bluffing, Push Your Luck"
277927,"Commodity Speculation, End Game Bonuses, Set Collection, Track Movement, Variable Set-up"
156266,Deck Bag and Pool Building
186995,"Cooperative Game, Dice Rolling, Modular Board"
203102,"Cooperative Game, Hand Management, Variable Player Powers"
22278,"Area Movement, Hand Management"
213492,"Card Drafting, Pattern Building"
270538,"Hand Management, Variable Player Powers"
214,"Hand Management, Pattern Building, Tile Placement"
67600,"Hexagon Grid, Simulation"
270836,"Dice Rolling, Paper-and-Pencil"
243538,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game"
204837,"Hand Management, Negotiation, Prisoner's Dilemma, Team-Based Game, Variable Player Powers"
256067,"Dice Rolling, Worker Placement"
236461,"Hand Management, Ladder Climbing"
12346,"Memory, Roll / Spin and Move"
166158,"Hand Management, Set Collection, Storytelling"
161547,
25674,"Area Majority / Influence, Hand Management, Multiple Maps, Tile Placement"
124847,"Card Drafting, Hand Management, Race"
192547,Stacking and Balancing
262114,"Auction/Bidding, Set Collection, Simultaneous Action Selection, Variable Player Powers"
97357,"Auction/Bidding, Card Drafting, Tile Placement, Variable Player Powers"
9,"Area Majority / Influence, Tile Placement"
274428,"Dice Rolling, Impulse Movement, Movement Template, Push Your Luck, Variable Player Powers"
25794,"Dice Rolling, Grid Movement"
131118,"Simultaneous Action Selection, Variable Phase Order, Worker Placement"
167698,"Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Team-Based Game"
253106,"Hidden Movement, Pick-up and Deliver, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers"
35342,"Action Points, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board"
33643,"Cooperative Game, Dice Rolling"
160418,"Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid"
155173,"Card Drafting, Dice Rolling, Network and Route Building, Tile Placement"
95234,"Hand Management, Storytelling, Take That"
2932,"Grid Movement, Square Grid, Variable Player Powers"
180198,"Dice Rolling, Paper-and-Pencil"
29773,"Push Your Luck, Set Collection"
147116,"Action Points, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers"
149119,"Card Drafting, Enclosure, Simultaneous Action Selection, Tile Placement, Worker Placement"
4616,"Action Points, Grid Movement, Slide/Push, Zone of Control"
152899,"Hand Management, Variable Player Powers"
68228,"Card Drafting, Pick-up and Deliver, Set Collection"
139131,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Enclosure, Hand Management, Hexagon Grid, Solo / Solitaire Game"
255708,"Card Drafting, Hand Management, Point to Point Movement, Set Collection"
626,"Dice Rolling, Hexagon Grid, Simulation"
165662,"Grid Movement, Hand Management, Memory, Pattern Building, Simultaneous Action Selection"
103132,"Card Drafting, Hand Management, Stock Holding"
234190,"Hand Management, Set Collection, Take That"
172540,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Grid Movement, Hand Management, Tile Placement"
2389,"Enclosure, Tile Placement"
28025,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection"
285905,"Dice Rolling, Measurement Movement, Variable Player Powers"
169274,"Hand Management, Variable Player Powers"
34127,"Hand Management, Memory, Set Collection"
154910,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Tile Placement"
4090,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
153728,"Dice Rolling, Hexagon Grid, Secret Unit Deployment"
184522,"Prisoner's Dilemma, Simultaneous Action Selection, Take That, Voting"
140863,"Auction/Bidding, Card Drafting, Hand Management"
68858,"Card Drafting, Deck Bag and Pool Building, Hand Management"
258148,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Variable Player Powers"
183896,"Hand Management, Set Collection"
200,"Area Majority / Influence, Modular Board, Tile Placement"
380,
160968,"Memory, Secret Unit Deployment, Semi-Cooperative Game, Traitor Game, Voting"
138704,"Commodity Speculation, Network and Route Building"
160559,"Modular Board, Tile Placement, Worker Placement"
5795,"Card Drafting, Set Collection"
25071,"Dice Rolling, Trading, Variable Player Powers"
170199,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers"
41490,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling"
33003,"Dice Rolling, Hexagon Grid, Simulation"
156180,"Auction/Bidding, Hand Management, Simultaneous Action Selection"
101020,"Area Majority / Influence, Card Drafting, Hand Management, Set Collection"
174614,"Action Points, Grid Movement, Team-Based Game, Variable Player Powers"
107190,"Hand Management, Team-Based Game, Variable Player Powers"
173341,Player Elimination
129320,"Dice Rolling, Drafting, Set Collection"
137155,Trick-taking
262547,Acting
19679,Variable Player Powers
338,"Set Collection, Trick-taking"
139562,"Area Majority / Influence, Area Movement, Modular Board, Semi-Cooperative Game, Worker Placement"
247436,"Communication Limits, Cooperative Game, Hand Management, Memory"
235655,"Physical Removal, Set Collection"
195867,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement"
1645,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation"
180602,"Card Drafting, Pattern Building"
131891,Card Drafting
297895,"Dice Rolling, End Game Bonuses"
205057,"Area Majority / Influence, Cooperative Game, Tile Placement"
29109,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers"
34599,"Hand Management, Point to Point Movement, Worker Placement"
230191,"Action Queue, Area Majority / Influence, Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement, Trading, Worker Placement"
118497,"Stock Holding, Trick-taking"
261393,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing"
255664,"Dice Rolling, Take That, Variable Player Powers"
221248,"Acting, Card Drafting, Role Playing"
60131,"Acting, Pattern Building, Team-Based Game, Tile Placement"
122891,"Area Majority / Influence, Card Drafting, Hand Management, Variable Player Powers"
171129,"Race, Roll / Spin and Move, Three Dimensional Movement"
1038,"Pattern Building, Tile Placement"
199223,"Cooperative Game, Grid Movement, Simultaneous Action Selection, Take That"
244099,"Card Drafting, Dice Rolling, Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game, Team-Based Game"
186864,"Bribery, Simultaneous Action Selection, Voting"
128063,"Card Drafting, Follow, Hand Management, Set Collection, Take That, Variable Phase Order"
30356,"Enclosure, Hand Management, Pattern Building, Tile Placement"
4370,"Multiple Maps, Pick-up and Deliver"
25234,"Area Movement, Trading"
357,"Dice Rolling, Push Your Luck"
1430,"Area Movement, Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Ratio / Combat Results Table, Simulation"
300001,"Area Majority / Influence, Tile Placement"
312251,"Action Points, Pick-up and Deliver, Tile Placement"
23985,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Set Collection"
178302,"Area Majority / Influence, Dice Rolling, Highest-Lowest Scoring, Set Collection"
155,"Card Drafting, Trick-taking"
280032,"Action Points, Grid Movement, Set Collection, Tile Placement"
1444,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation"
225910,"Deck Bag and Pool Building, Hand Management, Variable Player Powers"
267735,"Cooperative Game, Real-Time"
253664,Pattern Recognition
73863,"Card Drafting, Set Collection, Simultaneous Action Selection"
85769,"Hexagon Grid, Line of Sight"
178134,"Cooperative Game, Simultaneous Action Selection, Variable Player Powers"
66855,"Chit-Pull System, Hexagon Grid, Simulation"
29663,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
74390,"Action Points, Card Drafting, Dice Rolling, Network and Route Building, Pick-up and Deliver, Simulation"
3837,"Card Drafting, Memory, Take That"
68247,"Auction/Bidding, Trading"
255907,"Action Retrieval, Action/Event, Area Majority / Influence, Area Movement, Cooperative Game, Finale Ending, Grid Movement"
244330,"Enclosure, Solo / Solitaire Game, Tile Placement"
149787,"Action Points, Campaign / Battle Card Driven, Card Play Conflict Resolution, Cooperative Game, Hand Management, Rondel, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers"
30662,"Area Majority / Influence, Tile Placement"
245197,"Card Drafting, Dice Rolling, Hand Management, Team-Based Game"
266179,"Follow, Network and Route Building, Tile Placement"
7349,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Zone of Control"
18291,
295564,"Action Points, Card Play Conflict Resolution, Line of Sight, Point to Point Movement, Take That, Team-Based Game, Variable Player Powers"
241590,Push Your Luck
31133,"Bias, Grid Movement, Hexagon Grid, Race, Resource to Move, Tile Placement, Variable Set-up"
303051,"Card Play Conflict Resolution, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers"
42743,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track, Trading, Variable Phase Order"
943,Pattern Building
21892,Auction/Bidding
371,"Hand Management, Set Collection, Team-Based Game"
135116,"Hand Management, Set Collection, Take That"
32014,"Action Points, Area Majority / Influence"
75547,"Card Drafting, Commodity Speculation, Hand Management, Trading"
20609,"Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment, Simulation"
176803,"Card Drafting, Set Collection, Variable Player Powers, Voting"
10819,"Grid Movement, Square Grid"
13883,Time Track
6795,"Dice Rolling, Different Dice Movement, Roll / Spin and Move"
31503,Simultaneous Action Selection
38194,"Betting and Bluffing, Hand Management, Take That"
135654,"Area Majority / Influence, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers"
136440,"Area Majority / Influence, Tile Placement"
85,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation"
2981,
66085,"Hand Management, Set Collection"
234248,Trick-taking
215308,Trick-taking
9408,"Action Points, Modular Board"
216381,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Team-Based Game"
24070,"Dice Rolling, Hexagon Grid, Simulation"
5684,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement"
226631,"Area Movement, Card Drafting, Deck Bag and Pool Building, Hand Management"
9028,"Area Majority / Influence, Point to Point Movement, Take That, Tile Placement"
252688,"Card Drafting, Set Collection, Take That"
237031,"Dice Rolling, Paper-and-Pencil, Role Playing, Solo / Solitaire Game"
25584,"Area Majority / Influence, Card Drafting, Commodity Speculation, Hand Management, Increase Value of Unchosen Resources"
264196,"Cooperative Game, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers"
172881,"Push Your Luck, Set Collection, Take That"
257058,"Action Queue, Kill Steal, Point to Point Movement, Simultaneous Action Selection"
2652,"Paper-and-Pencil, Simultaneous Action Selection, Voting"
252854,"Action Queue, Dice Rolling, Grid Movement, Hidden Movement, Secret Unit Deployment, Simultaneous Action Selection, Team-Based Game, Variable Player Powers"
3141,"Hand Management, Take That"
181329,"Set Collection, Team-Based Game"
179719,"Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination"
154443,"Hand Management, Set Collection"
215437,"Deck Bag and Pool Building, Hand Management, Variable Player Powers"
188076,"Modular Board, Tile Placement"
200171,"Card Drafting, Cooperative Game, Deck Bag and Pool Building"
17804,"Cooperative Game, Dice Rolling, Modular Board, Role Playing"
11265,"Campaign / Battle Card Driven, Point to Point Movement"
21380,"Enclosure, Modular Board"
160964,"Deck Bag and Pool Building, Hand Management, Variable Player Powers"
188720,"Cooperative Game, Paper-and-Pencil"
670,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Solo / Solitaire Game"
256065,Tile Placement
19,"Tile Placement, Voting"
177147,"Action Points, Dice Rolling, Map Reduction, Modular Board, Secret Unit Deployment"
200924,"Area Majority / Influence, Dice Rolling, Set Collection, Worker Placement with Dice Workers"
20080,"Network and Route Building, Tile Placement"
203828,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management"
29687,"Dice Rolling, Hand Management, Hexagon Grid, Push Your Luck, Take That"
22287,"Auction/Bidding, Memory"
10660,"Hand Management, Modular Board, Pattern Building, Tile Placement"
253185,"Card Drafting, Contracts, Drafting, Race, Set Collection"
249590,"Dice Rolling, Events, Minimap Resolution, Movement Points, Point to Point Movement, Simulation"
235922,"Dice Rolling, Push Your Luck, Set Collection"
4204,"Dice Rolling, Hexagon Grid, Simulation"
236248,"Push Your Luck, Solo / Solitaire Game, Tile Placement"
285894,Dice Rolling
713,"Action Queue, Hand Management, Take That"
53168,"Card Drafting, Trick-taking"
271530,"Card Drafting, Pattern Building, Set Collection, Tile Placement"
200726,"Card Drafting, Set Collection, Time Track"
3986,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
296345,"Cooperative Game, Storytelling"
12632,"Area Majority / Influence, Simultaneous Action Selection, Stock Holding"
29308,"Hand Management, Tile Placement"
173441,"Hand Management, Player Judge, Simultaneous Action Selection"
3553,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Simultaneous Action Selection"
29410,"Area Majority / Influence, Point to Point Movement, Set Collection"
40214,"Action Points, Pick-up and Deliver, Point to Point Movement, Set Collection"
136594,"Card Drafting, Hand Management, Set Collection"
173294,"Deck Bag and Pool Building, Dice Rolling"
257668,Area Majority / Influence
2290,"Grid Movement, Secret Unit Deployment"
180231,"Dice Rolling, Paper-and-Pencil, Set Collection"
